"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Sao Paulo",116,3,4,2,4,"yes","no",1036,8000,584
"Sao Paulo",67,2,2,1,1,"yes","yes",650,2300,0
"Sao Paulo",40,1,1,0,8,"no","yes",685,1920,117
"Sao Paulo",140,2,3,1,0,"yes","no",0,3850,150
"Sao Paulo",350,3,4,6,0,"yes","no",0,3850,834
"Sao Paulo",420,3,4,4,0,"no","no",0,6000,417
"Porto Alegre",204,4,4,2,0,"yes","no",0,3440,100
"Sao Paulo",110,2,2,1,0,"yes","no",0,2200,192
"Sao Paulo",645,5,8,8,0,"yes","no",0,15000,2334
"Sao Paulo",260,4,5,5,3,"yes","no",3428,11000,2441
"Sao Paulo",160,2,1,0,12,"no","no",1200,2400,0
"Sao Paulo",50,2,1,0,0,"yes","no",0,1200,42
"Rio de Janeiro",60,2,1,0,1,"yes","yes",615,3000,84
"Rio de Janeiro",30,1,1,0,12,"yes","no",0,1000,50
"Rio de Janeiro",75,3,2,0,8,"yes","no",800,1615,124
"Rio de Janeiro",78,3,3,1,2,"yes","no",930,2850,206
"Belo Horizonte",140,4,2,2,1,"yes","no",1000,3500,413
"Campinas",500,3,7,5,14,"yes","yes",1890,7950,900
"Porto Alegre",80,1,1,0,0,"yes","no",0,971,15
"Porto Alegre",182,3,4,2,0,"yes","no",164,2900,74
"Sao Paulo",90,2,1,1,0,"yes","no",0,2735,19
"Sao Paulo",103,3,2,1,2,"yes","no",1133,1500,137
"Porto Alegre",180,3,2,3,2,"yes","yes",0,5100,250
"Belo Horizonte",32,1,1,0,0,"no","yes",550,1100,0
"Campinas",52,1,1,1,6,"yes","no",360,750,46
"Rio de Janeiro",75,4,1,0,2,"yes","no",800,2200,34
"Belo Horizonte",290,4,5,4,0,"yes","no",0,6000,500
"Rio de Janeiro",50,1,1,1,6,"yes","yes",750,2000,0
"Sao Paulo",550,5,6,4,0,"yes","no",0,15000,1119
"Sao Paulo",216,4,4,4,9,"yes","no",1710,2800,686
"Sao Paulo",444,4,4,5,0,"yes","yes",0,10000,584
"Porto Alegre",69,3,2,1,5,"yes","no",395,1850,65
"Belo Horizonte",76,2,1,2,3,"no","yes",205,2100,99
"Sao Paulo",180,3,5,3,3,"yes","no",2900,8100,0
"Sao Paulo",445,3,5,4,0,"yes","yes",3191,15000,1339
"Sao Paulo",156,3,4,3,8,"yes","no",1600,4200,305
"Sao Paulo",130,3,4,3,7,"yes","no",1413,2400,597
"Porto Alegre",92,3,2,1,4,"yes","yes",720,3200,75
"Sao Paulo",200,3,2,4,0,"yes","no",0,8500,407
"Sao Paulo",50,2,1,1,13,"yes","no",650,1300,4
"Belo Horizonte",50,2,1,0,0,"no","no",0,850,25
"Sao Paulo",155,3,3,2,2,"yes","yes",2300,12000,700
"Belo Horizonte",1000,5,4,3,15,"yes","no",1255,7000,634
"Rio de Janeiro",42,1,1,0,8,"no","yes",900,1920,34
"Sao Paulo",58,2,1,0,13,"yes","no",389,1480,52
"Sao Paulo",35,1,1,1,6,"no","yes",581,3365,153
"Belo Horizonte",27,1,1,0,1,"no","no",0,1167,334
"Belo Horizonte",16,1,1,0,1,"no","no",0,650,50
"Belo Horizonte",94,3,2,1,1,"no","yes",450,1900,125
"Porto Alegre",83,3,2,1,11,"yes","no",750,2500,101
"Belo Horizonte",360,5,4,4,0,"yes","no",0,9000,600
"Belo Horizonte",360,5,2,2,1,"yes","no",550,4600,436
"Campinas",430,4,5,5,0,"yes","no",0,13000,474
"Rio de Janeiro",120,3,2,0,6,"yes","no",650,2490,105
"Sao Paulo",50,1,1,1,6,"yes","no",1205,4500,251
"Porto Alegre",60,2,1,0,0,"yes","no",0,650,42
"Rio de Janeiro",250,3,2,2,0,"yes","no",0,12000,542
"Sao Paulo",200,3,2,2,0,"yes","yes",0,4700,184
"Rio de Janeiro",70,2,1,1,9,"yes","no",650,2500,105
"Sao Paulo",48,1,1,0,0,"no","no",0,1100,9
"Sao Paulo",70,2,1,1,2,"no","no",794,2500,14
"Sao Paulo",73,2,2,1,6,"yes","yes",1072,5000,196
"Sao Paulo",90,2,1,0,1,"no","no",500,2700,25
"Porto Alegre",45,1,1,0,1,"yes","no",50,640,84
"Sao Paulo",80,2,2,2,0,"no","no",0,3600,390
"Sao Paulo",106,3,2,2,6,"yes","no",1400,5520,275
"Belo Horizonte",45,2,1,1,3,"yes","no",286,850,63
"Sao Paulo",315,4,4,2,14,"yes","no",3500,7450,0
"Sao Paulo",287,3,5,0,16,"yes","no",3693,12000,1421
"Belo Horizonte",230,4,3,2,8,"yes","no",1900,5500,48
"Rio de Janeiro",152,2,2,1,3,"yes","no",1100,1500,342
"Campinas",75,3,1,2,3,"yes","no",599,1300,74
"Sao Paulo",94,3,2,2,3,"yes","no",1000,2000,42
"Rio de Janeiro",70,2,2,0,5,"no","no",410,2100,13
"Sao Paulo",59,2,1,0,15,"yes","no",542,1750,0
"Sao Paulo",380,4,3,2,12,"no","yes",5500,15000,1000
"Sao Paulo",217,4,4,3,1,"yes","no",3800,4910,1417
"Sao Paulo",110,2,1,1,2,"yes","no",1200,2800,137
"Campinas",38,1,1,0,8,"yes","no",300,550,70
"Sao Paulo",310,4,5,5,6,"yes","yes",3800,12000,2709
"Sao Paulo",400,3,4,2,0,"yes","no",0,3150,0
"Porto Alegre",55,2,1,1,4,"yes","no",250,1500,83
"Sao Paulo",320,3,5,0,10,"no","no",4778,6000,2417
"Campinas",75,3,2,2,13,"no","no",700,1600,75
"Belo Horizonte",235,4,5,3,6,"yes","no",760,3300,496
"Belo Horizonte",434,5,6,0,10,"no","yes",2629,11000,2192
"Sao Paulo",160,4,4,2,3,"no","no",2700,7000,275
"Sao Paulo",108,3,2,2,5,"yes","no",1100,4348,250
"Sao Paulo",280,5,5,2,1,"yes","yes",4374,12750,929
"Rio de Janeiro",55,2,1,1,3,"yes","no",670,680,125
"Rio de Janeiro",60,2,1,1,1,"no","no",800,1500,55
"Sao Paulo",226,4,4,3,4,"no","no",3500,10000,1200
"Belo Horizonte",58,2,1,1,2,"yes","no",200,900,0
"Sao Paulo",178,4,3,2,5,"yes","no",1700,6700,660
"Porto Alegre",40,1,1,0,2,"yes","yes",120,1150,35
"Campinas",205,3,2,4,0,"yes","no",0,2490,57
"Sao Paulo",112,3,2,3,3,"yes","no",1251,2500,332
"Belo Horizonte",300,4,4,3,13,"yes","yes",1850,15000,1100
"Sao Paulo",140,3,3,2,0,"yes","no",0,5000,300
"Belo Horizonte",113,2,2,2,4,"yes","no",330,2600,116
"Belo Horizonte",96,3,2,2,1,"no","no",450,1400,120
"Sao Paulo",55,1,2,1,4,"yes","yes",550,3500,0
"Sao Paulo",180,2,3,3,7,"yes","yes",3300,7600,1025
"Sao Paulo",240,7,3,4,0,"yes","no",0,6000,834
"Sao Paulo",80,3,4,1,0,"yes","no",0,3000,0
"Belo Horizonte",230,5,3,2,3,"yes","no",500,2200,249
"Belo Horizonte",127,3,2,3,1,"yes","no",750,3000,317
"Belo Horizonte",156,4,4,3,7,"yes","no",900,6500,369
"Sao Paulo",65,2,1,2,21,"yes","no",1111,4000,233
"Sao Paulo",88,2,2,2,8,"yes","yes",1000,4500,134
"Porto Alegre",107,3,2,1,0,"yes","no",0,2000,42
"Rio de Janeiro",60,2,1,1,2,"yes","no",550,1200,55
"Porto Alegre",35,1,1,0,1,"yes","no",230,550,9
"Porto Alegre",243,3,5,1,2,"yes","no",1788,5556,667
"Sao Paulo",30,1,1,0,0,"no","no",0,850,67
"Campinas",45,1,1,1,4,"yes","no",700,870,46
"Rio de Janeiro",130,3,2,2,0,"yes","no",0,3000,167
"Porto Alegre",80,2,2,0,3,"yes","yes",300,2800,0
"Sao Paulo",98,2,2,1,13,"yes","no",1055,2166,384
"Sao Paulo",15,1,1,0,0,"no","yes",0,1200,83
"Rio de Janeiro",57,2,2,1,9,"yes","no",1080,1800,281
"Porto Alegre",180,4,2,2,3,"yes","no",1000,2400,109
"Sao Paulo",200,4,4,3,5,"yes","no",2715,7000,834
"Rio de Janeiro",70,2,2,1,0,"yes","no",200,1900,55
"Sao Paulo",350,2,1,0,0,"yes","no",0,2500,209
"Porto Alegre",64,2,1,0,4,"no","yes",250,1700,9
"Porto Alegre",40,1,1,0,0,"no","no",0,750,0
"Belo Horizonte",73,1,1,0,4,"yes","no",0,700,0
"Sao Paulo",200,3,3,2,8,"yes","no",2500,12000,834
"Sao Paulo",36,1,1,1,4,"yes","yes",719,1990,119
"Campinas",63,2,1,0,0,"yes","no",400,850,26
"Sao Paulo",85,2,1,1,6,"yes","no",750,3500,105
"Sao Paulo",198,5,5,2,1,"yes","no",1500,3801,554
"Campinas",70,3,1,1,1,"yes","no",315,940,64
"Belo Horizonte",60,2,1,1,12,"no","no",285,1000,20
"Belo Horizonte",90,4,3,1,2,"yes","no",150,950,83
"Porto Alegre",98,2,1,0,9,"yes","no",380,1800,91
"Sao Paulo",103,3,2,2,6,"yes","no",1150,3000,459
"Sao Paulo",160,2,3,0,0,"yes","no",0,4300,124
"Rio de Janeiro",100,3,2,1,8,"yes","yes",1600,4000,184
"Sao Paulo",50,2,1,1,17,"yes","no",465,1000,0
"Sao Paulo",55,2,1,1,4,"yes","no",671,1100,0
"Sao Paulo",80,2,2,0,9,"no","no",600,2550,46
"Sao Paulo",50,1,1,0,0,"yes","no",0,690,0
"Rio de Janeiro",25,1,1,0,3,"no","no",328,1900,0
"Sao Paulo",120,2,2,2,0,"yes","no",100,5500,158
"Sao Paulo",127,3,3,2,1,"yes","no",804,3800,257
"Sao Paulo",98,3,2,1,9,"yes","no",1350,5500,200
"Sao Paulo",65,1,1,0,1,"no","yes",550,3050,25
"Rio de Janeiro",86,2,2,2,2,"yes","no",700,1200,8
"Porto Alegre",200,4,3,0,0,"no","no",0,15000,834
"Sao Paulo",360,4,5,5,20,"yes","no",4900,10000,1666
"Sao Paulo",65,2,1,1,2,"yes","no",330,1410,74
"Sao Paulo",93,1,3,1,4,"no","no",1040,3500,33
"Sao Paulo",187,4,5,3,5,"yes","no",3912,5300,1424
"Belo Horizonte",616,5,5,6,0,"yes","no",0,12500,1103
"Sao Paulo",139,2,2,1,4,"yes","no",707,4396,153
"Rio de Janeiro",100,2,2,1,21,"no","no",1230,2000,13
"Sao Paulo",285,4,4,4,9,"yes","no",2750,8000,1750
"Sao Paulo",52,2,1,1,8,"yes","no",760,3000,145
"Sao Paulo",39,1,1,0,10,"yes","yes",300,2000,0
"Porto Alegre",42,1,2,1,2,"yes","no",217,1800,42
"Rio de Janeiro",30,1,1,0,10,"yes","yes",340,1386,34
"Rio de Janeiro",70,2,1,1,7,"yes","no",729,900,122
"Sao Paulo",60,1,1,0,2,"yes","no",70,1200,50
"Sao Paulo",90,2,2,2,7,"yes","no",1630,3040,322
"Porto Alegre",61,2,1,0,2,"yes","no",380,850,30
"Porto Alegre",50,1,1,0,8,"yes","no",320,780,25
"Campinas",48,2,1,1,8,"yes","no",380,1545,49
"Sao Paulo",27,1,1,0,5,"no","no",1405,3500,1
"Belo Horizonte",100,3,3,1,4,"yes","yes",1300,2600,300
"Sao Paulo",155,2,1,1,2,"yes","no",1700,4500,510
"Sao Paulo",230,4,5,0,0,"yes","yes",0,7600,300
"Campinas",47,1,1,1,8,"yes","no",560,1100,46
"Campinas",55,2,1,1,0,"yes","no",400,730,24
"Campinas",60,1,1,1,8,"yes","no",340,1100,1
"Belo Horizonte",380,5,6,2,0,"yes","no",0,4500,125
"Sao Paulo",180,3,2,4,0,"no","yes",0,11000,667
"Porto Alegre",196,3,4,2,7,"yes","yes",2000,4600,325
"Porto Alegre",70,2,1,0,0,"yes","no",350,1300,42
"Sao Paulo",227,4,3,3,10,"yes","yes",4000,10000,1700
"Sao Paulo",60,2,1,1,6,"yes","yes",620,2650,63
"Porto Alegre",63,2,2,1,8,"yes","no",500,1960,6
"Sao Paulo",150,3,3,2,7,"yes","no",1300,3400,200
"Campinas",144,4,3,2,13,"yes","no",1357,1750,210
"Rio de Janeiro",200,2,1,0,0,"yes","no",0,3000,0
"Sao Paulo",34,2,1,0,10,"yes","no",300,2200,15
"Porto Alegre",73,3,1,0,2,"yes","no",415,1800,44
"Sao Paulo",368,4,5,6,1,"no","no",4384,8500,2037
"Rio de Janeiro",160,3,2,1,7,"yes","no",2305,2300,205
"Belo Horizonte",120,4,3,2,4,"yes","no",0,3250,0
"Belo Horizonte",180,4,3,4,6,"no","no",1633,12000,695
"Belo Horizonte",290,3,3,0,0,"yes","no",0,6000,276
"Sao Paulo",225,4,3,2,0,"yes","no",0,3995,132
"Campinas",60,3,1,1,0,"no","no",450,1087,67
"Sao Paulo",95,3,2,1,11,"yes","no",1334,6500,280
"Belo Horizonte",260,4,4,0,5,"yes","no",562,6500,241
"Sao Paulo",260,4,4,4,8,"yes","no",3150,10000,1163
"Rio de Janeiro",350,3,2,3,0,"yes","no",0,15000,834
"Sao Paulo",500,4,4,0,0,"yes","no",0,6000,467
"Porto Alegre",42,1,1,1,2,"yes","no",255,2198,0
"Sao Paulo",80,2,1,1,2,"yes","yes",1600,3500,188
"Sao Paulo",100,5,5,2,0,"no","no",0,4500,382
"Sao Paulo",110,2,2,2,9,"yes","no",1090,2300,109
"Sao Paulo",70,1,1,0,0,"no","no",0,1520,125
"Sao Paulo",12,1,1,0,0,"no","no",0,950,50
"Sao Paulo",62,1,1,1,0,"no","no",0,1300,9
"Sao Paulo",90,2,1,1,1,"yes","no",800,1600,84
"Sao Paulo",220,3,3,2,11,"yes","no",4500,9000,584
"Porto Alegre",197,3,2,3,3,"yes","no",1780,7000,425
"Sao Paulo",214,3,2,5,4,"yes","no",4226,14000,2469
"Rio de Janeiro",105,3,2,1,2,"yes","no",1200,1750,147
"Belo Horizonte",390,5,5,5,8,"no","no",1300,8000,797
"Sao Paulo",390,4,5,4,0,"yes","yes",0,11500,784
"Rio de Janeiro",105,3,2,1,5,"yes","no",1350,3700,380
"Sao Paulo",270,3,6,2,8,"yes","yes",2800,3270,1000
"Belo Horizonte",260,4,4,5,5,"no","no",295,4500,407
"Rio de Janeiro",344,4,3,2,16,"yes","yes",2414,3612,419
"Sao Paulo",100,2,1,0,0,"no","no",0,2000,110
"Sao Paulo",183,4,3,4,3,"yes","no",2380,5950,192
"Sao Paulo",270,4,5,3,19,"yes","yes",2500,9753,1500
"Sao Paulo",180,2,3,2,9,"yes","no",2000,5900,604
"Sao Paulo",52,2,1,1,9,"no","no",350,1580,0
"Sao Paulo",260,4,4,4,0,"yes","no",0,4500,0
"Sao Paulo",40,1,1,1,13,"yes","no",1840,2990,409
"Sao Paulo",360,4,5,4,18,"yes","no",3150,7800,1350
"Porto Alegre",160,3,3,3,8,"yes","yes",2200,8950,621
"Sao Paulo",120,3,2,2,0,"yes","no",0,4800,192
"Campinas",203,3,1,2,0,"yes","no",0,3300,117
"Sao Paulo",18,1,1,0,1,"no","no",0,1260,0
"Sao Paulo",33,1,1,0,4,"yes","no",400,1300,50
"Sao Paulo",30,1,1,0,0,"yes","no",0,1090,75
"Sao Paulo",330,2,4,3,0,"yes","no",0,6000,2000
"Porto Alegre",60,2,2,1,4,"no","no",600,2170,67
"Sao Paulo",144,3,4,3,4,"yes","yes",856,7200,589
"Rio de Janeiro",93,2,1,1,7,"yes","yes",1200,5500,317
"Sao Paulo",100,2,1,1,0,"yes","no",0,1900,84
"Porto Alegre",71,3,1,0,1,"yes","no",320,1250,46
"Rio de Janeiro",67,1,1,1,11,"yes","no",508,800,123
"Sao Paulo",70,2,1,0,1,"yes","no",521,3000,50
"Belo Horizonte",300,4,6,4,2,"yes","yes",2350,13000,1387
"Sao Paulo",240,3,2,2,17,"no","no",2680,9800,667
"Sao Paulo",96,3,1,2,1,"yes","no",600,1847,15
"Sao Paulo",200,4,3,2,10,"yes","yes",2400,4500,1334
"Campinas",54,1,2,1,6,"yes","yes",400,3500,0
"Sao Paulo",174,3,5,3,24,"yes","no",1350,6800,4565
"Sao Paulo",350,3,4,4,0,"yes","yes",0,15000,1234
"Belo Horizonte",92,3,2,2,3,"yes","no",300,1950,171
"Belo Horizonte",125,3,2,0,2,"yes","no",704,1850,384
"Campinas",308,3,4,4,0,"yes","no",0,8000,478
"Sao Paulo",375,4,5,4,0,"yes","no",0,12750,959
"Sao Paulo",137,3,4,2,2,"yes","no",1300,2200,334
"Belo Horizonte",70,1,1,0,1,"yes","no",200,1100,135
"Belo Horizonte",65,2,2,1,3,"yes","no",220,1200,96
"Sao Paulo",107,2,2,2,18,"yes","yes",1800,12800,417
"Sao Paulo",85,2,2,1,13,"yes","no",1470,4131,311
"Sao Paulo",69,2,1,0,4,"yes","no",525,3000,0
"Porto Alegre",113,3,2,3,4,"yes","no",599,2200,100
"Sao Paulo",213,4,3,0,3,"yes","yes",440,5100,0
"Sao Paulo",140,2,2,2,0,"no","no",0,2700,56
"Belo Horizonte",253,3,3,3,4,"yes","no",326,2400,251
"Belo Horizonte",490,4,4,3,0,"yes","no",0,9000,585
"Sao Paulo",96,4,2,2,0,"yes","no",0,3710,412
"Rio de Janeiro",80,2,2,1,9,"no","yes",3908,5000,380
"Sao Paulo",92,3,2,2,10,"yes","no",990,3500,317
"Rio de Janeiro",25,1,1,0,2,"yes","yes",530,1900,350
"Sao Paulo",220,3,2,8,0,"yes","no",0,4335,263
"Sao Paulo",70,3,1,1,1,"yes","no",1080,2000,67
"Sao Paulo",130,3,2,1,1,"no","no",1144,4300,167
"Rio de Janeiro",120,3,2,0,5,"yes","yes",980,1800,162
"Sao Paulo",208,3,2,1,5,"yes","no",1749,7000,384
"Belo Horizonte",70,2,1,2,3,"yes","no",240,2000,27
"Sao Paulo",160,5,3,3,0,"yes","no",0,4460,321
"Belo Horizonte",214,4,3,3,1,"no","no",1760,5600,798
"Sao Paulo",40,1,1,1,3,"yes","yes",820,3179,0
"Rio de Janeiro",64,2,1,0,6,"no","no",950,3500,125
"Sao Paulo",290,4,5,2,6,"yes","no",4300,10000,875
"Porto Alegre",35,1,1,0,0,"yes","yes",220,850,9
"Sao Paulo",138,2,3,2,13,"yes","no",1800,8000,455
"Belo Horizonte",78,2,3,2,3,"yes","no",407,2500,209
"Belo Horizonte",92,3,1,1,2,"yes","no",270,1900,81
"Porto Alegre",513,3,2,2,3,"yes","yes",350,2900,100
"Campinas",58,1,1,1,1,"yes","no",797,1270,64
"Sao Paulo",51,1,1,1,25,"yes","yes",714,4650,190
"Belo Horizonte",200,4,5,3,5,"no","yes",1900,9000,134
"Porto Alegre",115,1,1,0,4,"yes","yes",350,1600,150
"Rio de Janeiro",64,2,1,1,1,"yes","yes",2244,1900,258
"Campinas",40,1,1,1,2,"no","no",1300,1000,0
"Rio de Janeiro",159,3,2,2,12,"yes","no",1350,1900,650
"Rio de Janeiro",35,1,1,0,1,"yes","yes",0,1850,74
"Sao Paulo",192,3,1,0,0,"no","no",0,1560,125
"Sao Paulo",250,5,5,0,0,"yes","no",0,4500,0
"Campinas",43,1,1,0,5,"no","no",323,660,14
"Belo Horizonte",142,3,3,2,0,"yes","no",0,2000,114
"Belo Horizonte",244,4,3,3,3,"yes","no",600,2900,276
"Sao Paulo",200,3,2,3,14,"yes","yes",3000,8000,667
"Campinas",55,2,1,1,4,"yes","no",395,700,40
"Sao Paulo",108,4,2,0,9,"yes","no",1013,5500,142
"Sao Paulo",120,3,1,0,0,"yes","no",0,2200,0
"Sao Paulo",44,1,1,1,13,"no","yes",2102,4300,477
"Belo Horizonte",50,2,1,1,4,"yes","no",158,1140,0
"Sao Paulo",87,2,2,2,15,"yes","no",722,3800,250
"Sao Paulo",88,3,2,2,11,"yes","yes",1350,5870,108
"Sao Paulo",376,3,3,2,0,"yes","no",0,1800,300
"Porto Alegre",38,1,1,1,8,"yes","no",350,1490,46
"Campinas",45,1,1,1,15,"yes","no",653,880,38
"Rio de Janeiro",36,1,1,0,4,"no","yes",1,1627,1
"Rio de Janeiro",75,2,1,1,4,"yes","yes",500,1360,33
"Sao Paulo",85,2,2,1,6,"no","yes",850,3000,71
"Porto Alegre",58,2,2,2,8,"yes","no",500,2470,0
"Sao Paulo",90,2,3,1,0,"yes","no",270,2300,3
"Porto Alegre",87,2,1,1,6,"yes","yes",300,1550,43
"Sao Paulo",136,3,2,2,8,"no","yes",1490,8090,417
"Rio de Janeiro",124,3,2,2,8,"no","yes",1250,5400,250
"Sao Paulo",51,1,1,0,13,"yes","yes",340,2500,79
"Campinas",90,2,1,0,0,"no","no",0,1700,105
"Porto Alegre",270,2,3,1,0,"yes","no",0,6500,38
"Campinas",200,4,3,2,1,"yes","no",1150,3400,209
"Porto Alegre",79,3,1,0,10,"yes","yes",480,1140,500
"Sao Paulo",40,2,1,1,1,"yes","no",700,3300,0
"Sao Paulo",300,3,5,4,0,"yes","no",470,6600,634
"Sao Paulo",44,1,1,0,13,"no","yes",450,1900,104
"Sao Paulo",130,3,2,2,0,"yes","no",0,2200,0
"Sao Paulo",180,3,4,3,15,"yes","yes",1441,6400,690
"Sao Paulo",79,3,2,2,4,"no","yes",660,3200,26
"Belo Horizonte",50,1,1,1,4,"no","yes",530,1850,202
"Campinas",110,3,1,1,0,"yes","no",0,1500,50
"Sao Paulo",17,1,1,0,1,"no","yes",300,2200,50
"Belo Horizonte",60,2,1,1,8,"yes","no",405,2100,162
"Rio de Janeiro",95,2,2,0,5,"yes","no",900,1700,141
"Sao Paulo",145,2,2,1,0,"yes","no",0,2975,190
"Sao Paulo",125,3,4,5,0,"yes","no",0,10000,666
"Rio de Janeiro",70,1,1,1,3,"yes","yes",750,2000,250
"Rio de Janeiro",90,2,2,1,4,"no","no",900,2700,105
"Sao Paulo",28,1,1,0,6,"yes","yes",280,2500,22
"Belo Horizonte",165,3,3,3,0,"yes","no",0,3000,192
"Sao Paulo",25,1,1,0,9,"yes","yes",160,1750,0
"Sao Paulo",195,4,3,4,7,"yes","no",1808,2700,1067
"Belo Horizonte",70,3,1,1,3,"yes","no",90,900,1
"Campinas",50,1,1,0,1,"no","yes",640,2000,100
"Sao Paulo",44,1,1,0,6,"yes","no",660,2800,110
"Belo Horizonte",245,4,5,2,7,"yes","no",1400,2025,234
"Sao Paulo",46,2,1,0,1,"yes","no",267,1700,0
"Belo Horizonte",70,2,1,1,2,"yes","no",140,950,32
"Rio de Janeiro",50,1,1,0,1,"yes","yes",250,750,0
"Belo Horizonte",40,2,2,1,2,"no","no",210,900,0
"Sao Paulo",94,3,2,2,17,"yes","no",915,2173,295
"Sao Paulo",323,3,5,6,0,"yes","no",0,10000,985
"Rio de Janeiro",140,3,2,2,7,"yes","yes",2320,7400,543
"Rio de Janeiro",102,3,2,1,4,"yes","no",1600,5000,38
"Sao Paulo",170,3,2,1,14,"no","no",1050,4500,263
"Belo Horizonte",250,4,2,2,0,"yes","yes",600,3500,0
"Sao Paulo",44,1,1,0,1,"no","no",0,1200,30
"Sao Paulo",54,2,2,1,4,"yes","no",954,2800,199
"Rio de Janeiro",125,4,4,2,8,"yes","no",1600,6130,217
"Sao Paulo",80,3,1,1,8,"yes","yes",703,2500,87
"Sao Paulo",150,3,2,4,0,"yes","no",0,9670,55
"Sao Paulo",270,4,4,4,0,"yes","yes",0,8840,667
"Sao Paulo",53,1,1,1,6,"no","yes",0,3500,0
"Sao Paulo",486,8,4,6,0,"yes","no",0,25000,2200
"Belo Horizonte",200,3,1,1,0,"yes","no",0,3800,361
"Sao Paulo",218,3,3,3,9,"yes","yes",1850,15000,809
"Sao Paulo",50,1,1,1,0,"yes","no",0,1750,0
"Porto Alegre",112,2,2,2,10,"yes","no",1100,3153,100
"Campinas",300,4,5,4,0,"yes","no",0,4000,362
"Belo Horizonte",75,2,1,2,0,"yes","no",0,1500,63
"Sao Paulo",700,3,3,8,0,"yes","yes",1200,13500,1210
"Sao Paulo",250,2,2,1,0,"yes","no",0,4800,534
"Campinas",50,1,1,0,0,"yes","no",0,940,50
"Rio de Janeiro",91,2,2,1,14,"yes","yes",5197,9800,620
"Rio de Janeiro",83,2,1,1,4,"yes","no",850,2330,74
"Sao Paulo",335,4,6,4,2,"yes","yes",3500,4500,0
"Sao Paulo",520,4,4,3,0,"yes","yes",0,12000,1688
"Sao Paulo",235,3,2,2,5,"yes","yes",3650,7200,626
"Sao Paulo",280,5,5,4,13,"yes","no",3100,10000,1167
"Sao Paulo",80,1,1,1,2,"no","no",0,1200,0
"Sao Paulo",70,2,2,1,0,"yes","no",0,2100,9
"Sao Paulo",139,3,2,0,7,"yes","no",1250,8000,103
"Belo Horizonte",325,4,3,0,0,"yes","no",0,9000,236
"Sao Paulo",60,2,1,1,6,"yes","no",1064,1100,0
"Porto Alegre",238,4,3,1,5,"yes","yes",1200,4250,300
"Sao Paulo",50,1,1,0,0,"no","no",0,1093,0
"Sao Paulo",128,3,3,0,9,"yes","no",1260,2900,226
"Sao Paulo",300,3,6,6,0,"no","no",0,5000,1000
"Sao Paulo",160,3,3,1,0,"yes","no",0,8000,0
"Belo Horizonte",400,5,5,8,0,"yes","no",0,7900,513
"Rio de Janeiro",62,2,1,0,3,"yes","no",605,1200,197
"Sao Paulo",300,4,5,2,0,"yes","no",0,4200,250
"Sao Paulo",300,5,5,4,8,"yes","no",3200,4792,1500
"Campinas",30,1,1,0,0,"no","no",0,1400,0
"Sao Paulo",300,3,2,3,0,"yes","yes",0,3700,130
"Sao Paulo",37,1,1,1,12,"yes","yes",399,3700,0
"Sao Paulo",35,1,1,0,16,"no","yes",2000,1500,309
"Porto Alegre",55,1,1,0,1,"yes","no",250,700,32
"Sao Paulo",50,1,1,0,1,"yes","no",325,1550,25
"Sao Paulo",64,2,1,2,10,"no","yes",2530,4000,342
"Sao Paulo",49,2,1,1,5,"yes","no",360,2000,0
"Campinas",87,3,2,1,9,"yes","no",743,1800,109
"Sao Paulo",250,3,4,2,0,"yes","no",300,3480,360
"Sao Paulo",72,3,2,1,3,"no","no",790,1750,3
"Sao Paulo",76,3,3,2,1,"yes","no",900,2662,284
"Porto Alegre",163,3,4,2,3,"yes","yes",1916,8000,217
"Sao Paulo",75,2,1,0,5,"yes","yes",500,4000,0
"Campinas",89,3,2,1,7,"yes","no",860,1800,70
"Sao Paulo",93,3,3,2,5,"yes","yes",1203,4200,267
"Sao Paulo",420,3,6,4,0,"no","no",0,6500,0
"Belo Horizonte",640,6,7,5,0,"yes","yes",0,6141,667
"Sao Paulo",326,3,4,5,12,"yes","yes",3600,15000,3000
"Sao Paulo",136,3,4,3,4,"no","no",1546,3500,350
"Porto Alegre",39,1,1,0,2,"yes","yes",120,780,8
"Belo Horizonte",70,2,1,1,1,"yes","no",490,900,0
"Sao Paulo",480,4,6,5,0,"yes","no",0,15000,1572
"Sao Paulo",180,3,3,5,0,"yes","no",0,2500,232
"Belo Horizonte",100,3,2,2,9,"yes","yes",850,3000,371
"Belo Horizonte",100,3,2,1,0,"yes","yes",100,2000,74
"Sao Paulo",560,5,5,6,0,"yes","no",0,15000,1917
"Sao Paulo",180,5,3,2,0,"no","no",0,9000,0
"Rio de Janeiro",44,1,1,0,3,"yes","no",505,2350,67
"Sao Paulo",18,1,1,1,3,"no","no",690,1090,84
"Campinas",154,2,2,1,0,"yes","no",0,1300,109
"Sao Paulo",80,2,2,1,1,"no","yes",2224,2800,334
"Sao Paulo",150,4,4,1,0,"yes","yes",0,4500,615
"Sao Paulo",80,2,2,2,4,"yes","no",850,2450,250
"Sao Paulo",136,3,2,1,7,"yes","yes",1780,4000,250
"Porto Alegre",55,1,1,1,6,"yes","no",450,935,45
"Porto Alegre",90,3,2,1,2,"yes","yes",650,2200,60
"Sao Paulo",224,4,5,3,12,"yes","no",9500,9500,1650
"Porto Alegre",32,1,1,1,4,"yes","no",450,2500,42
